split,sample_idx,target_poi_id,target_epoch,bucket,positive_unique_count,parsed_ok,note
train,153,279,1335679619,5,2,True,
train,154,3724,1333853305,4,1,True,
train,155,3489,1336191756,5,0,True,
train,156,3489,1336789646,3,0,True,
train,157,2468,1338107396,6,0,True,
train,158,684,1339238314,7,0,True,
train,159,3291,1339485660,3,0,True,
train,160,1188,1341053520,7,0,True,
train,161,4893,1341394760,2,0,True,
train,162,1047,1341664640,7,0,True,
train,163,1576,1334399699,6,0,True,
train,164,3163,1342170132,0,0,True,
train,165,2225,1342522163,3,0,True,
train,166,390,1349951948,3,0,True,
train,167,3274,1352100176,2,0,True,
train,168,2974,1335521582,3,0,True,
train,169,2645,1337951400,2,0,True,
train,170,1494,1338775824,0,0,True,
train,171,2787,1339055747,0,0,True,
train,172,3997,1339368892,0,1,True,
train,173,3159,1339629422,2,3,True,
train,174,4617,1341732820,4,0,True,
train,175,2075,1342132227,0,0,True,
train,176,1911,1342389368,3,1,True,
train,177,4249,1342600253,2,0,True,
train,178,3020,1345299930,5,0,True,
train,179,1076,1336198584,4,0,True,
train,180,2114,1336875456,7,0,True,
train,181,4308,1338293908,3,0,True,
train,182,2114,1342922244,7,0,True,
train,183,2114,1343529899,6,0,True,
train,184,2114,1334453158,6,0,True,
train,185,4308,1344769047,7,0,True,
train,186,2114,1351392853,5,0,True,
train,187,4308,1335092832,4,0,True,
train,188,1135,1349663111,0,0,True,
train,189,1521,1349995677,0,0,True,
train,190,4089,1336996378,3,0,True,
train,191,2866,1337650315,0,0,True,
train,192,2317,1338946680,0,0,True,
train,193,509,1339160047,2,1,True,
train,194,3668,1339548950,0,0,True,
train,195,3668,1340240267,0,0,True,
train,196,3668,1341278000,0,0,True,
train,197,552,1333512406,0,0,True,
train,198,552,1335499885,0,0,True,
train,199,836,1336176971,1,0,True,
train,200,552,1336538116,0,0,True,
train,201,836,1336951543,5,0,True,
train,202,836,1337382569,1,0,True,
train,203,552,1338264479,0,0,True,
train,204,2746,1338509643,0,0,True,
train,205,552,1339128894,0,0,True,
train,206,836,1342406371,6,0,True,
train,207,836,1334100058,0,0,True,
train,208,2746,1334276154,0,0,True,
train,209,552,1334894956,0,0,True,
train,210,41,1351401459,7,0,True,
train,211,656,1351817688,0,1,True,
train,212,348,1352247992,1,1,True,
train,213,3256,1347651507,3,1,True,
train,214,279,1351158055,1,1,True,
train,215,435,1336658472,3,0,True,
train,216,4610,1336957669,5,0,True,
train,217,4610,1337649366,3,0,True,
train,218,4610,1338253307,2,0,True,
train,219,4610,1339983632,6,0,True,
train,220,190,1341661526,7,0,True,
train,221,4610,1334624179,0,0,True,
train,222,4610,1335230178,3,0,True,
train,223,3481,1334258878,3,0,True,
train,224,437,1337247777,3,2,True,
train,225,3481,1339270162,7,0,True,
train,226,68,1341664812,7,0,True,
train,227,1794,1342090377,2,0,True,
train,228,2279,1343415073,3,0,True,
train,229,3481,1344639336,7,0,True,
train,230,1722,1345297663,6,0,True,
train,231,3481,1350074375,3,0,True,
train,232,2279,1351362970,7,0,True,
train,233,3481,1334950125,7,0,True,
train,234,700,1335266815,2,0,True,
train,235,1407,1335599380,5,0,True,
train,236,1106,1336191782,5,0,True,
train,237,3700,1350621059,2,0,True,
train,238,656,1336451481,2,1,True,
train,239,656,1337060722,3,0,True,
train,240,2164,1337620369,3,0,True,
train,241,152,1338217866,3,0,True,
train,242,4880,1342074734,1,0,True,
train,243,4880,1344926984,3,0,True,
train,244,656,1347693480,5,1,True,
train,245,1504,1336855909,7,0,True,
train,246,1133,1337254056,3,0,True,
train,247,1504,1337778555,2,0,True,
train,248,634,1339320869,7,0,True,
train,249,1504,1351339612,7,0,True,
train,250,274,1334947166,2,0,True,
train,251,587,1335071179,5,0,True,
train,252,525,1335617100,7,0,True,
train,253,2979,1343640861,2,0,True,
train,254,3156,1344581526,0,0,True,
train,255,1872,1344777079,6,0,True,
train,256,1872,1352183390,0,0,True,
train,257,1898,1336378181,2,0,True,
train,258,3473,1334212447,0,0,True,
train,259,3213,1336190686,3,0,True,
train,260,3213,1336951420,7,0,True,
train,261,263,1337961714,3,0,True,
train,262,3213,1333842300,7,0,True,
train,263,484,1339587518,3,0,True,
train,264,3213,1339891795,7,0,True,
train,265,1890,1341456100,3,0,True,
train,266,3213,1343603922,4,0,True,
train,267,3213,1344164114,6,0,True,
train,268,3713,1344515108,3,0,True,
train,269,3213,1347700259,5,1,True,
train,270,3213,1334531708,6,0,True,
train,271,3213,1334873619,3,0,True,
train,272,477,1333517269,3,0,True,
train,273,4513,1336383738,0,0,True,
train,274,2475,1336521643,0,0,True,
train,275,2475,1336694746,0,0,True,
train,276,246,1337366690,0,0,True,
train,277,2409,1333955884,0,0,True,
train,278,1060,1340756294,0,0,True,
train,279,2475,1341397753,1,0,True,
train,280,2475,1341826846,2,0,True,
train,281,749,1342007738,3,0,True,
train,282,1219,1334473936,7,0,True,
train,283,4513,1342217773,3,0,True,
train,284,4513,1342521156,2,0,True,
train,285,4513,1343514210,7,0,True,
train,286,4513,1344205388,3,0,True,
train,287,404,1344548371,3,4,True,
train,288,2475,1346850041,2,0,True,
train,289,2409,1334629858,0,0,True,
train,290,4513,1347626698,3,0,True,
train,291,4513,1350621379,0,0,True,
train,292,4513,1351312574,3,0,True,
train,293,4513,1351463362,7,0,True,
train,294,4513,1351811540,2,0,True,
train,295,4513,1352241741,3,0,True,
train,296,1060,1335228116,0,0,True,
train,297,3026,1335686282,6,0,True,
train,298,4513,1335889958,3,0,True,
train,299,437,1336568676,0,0,True,
train,300,3821,1338859024,3,4,True,
train,301,437,1339592622,3,2,True,
train,302,4101,1339876903,7,0,True,
train,303,3239,1337231966,0,0,True,
train,304,4101,1337367479,7,0,True,
train,305,3821,1337648983,0,1,True,
train,306,1608,1338045721,7,0,True,
train,307,437,1338295832,3,2,True,
train,308,203,1345277350,6,0,True,
train,309,368,1337144277,3,0,True,
train,310,3422,1337421992,6,0,True,
train,311,1551,1339322544,4,1,True,
train,312,1206,1339926395,4,0,True,
train,313,1052,1343551241,6,0,True,
train,314,4750,1334448463,6,0,True,
train,315,3596,1335164768,6,0,True,
train,316,4098,1336349034,6,0,True,
train,317,3422,1336865559,6,0,True,
train,318,3707,1341389151,1,0,True,
train,319,3980,1341749160,5,0,True,
train,320,169,1337347120,0,0,True,
train,321,1975,1337649912,0,0,True,
train,322,742,1339117939,3,0,True,
train,323,1975,1339556856,0,0,True,
train,324,1975,1340242666,0,0,True,
train,325,1463,1341266633,3,1,True,
train,326,524,1334895458,0,0,True,
train,327,4151,1352436187,1,0,True,
train,328,2756,1335030968,7,0,True,
train,329,166,1335526177,2,0,True,
train,330,353,1335682682,5,0,True,
train,331,1975,1336531504,2,0,True,
train,332,1432,1336843322,6,0,True,
train,333,451,1336461046,2,0,True,
train,334,2081,1338109786,6,0,True,
train,335,1195,1339376162,6,0,True,
train,336,1195,1339980118,5,0,True,
train,337,2081,1334476158,7,0,True,
train,338,4874,1339413465,2,0,True,
train,339,4874,1344901897,0,0,True,
train,340,580,1351040470,3,0,True,
train,341,991,1351403049,7,1,True,
train,342,1472,1341080735,7,2,True,
train,343,4874,1341301857,1,0,True,
train,344,1392,1336350048,0,1,True,
train,345,1392,1336529037,0,1,True,
train,346,2210,1337335577,2,1,True,
train,347,1392,1337651885,0,1,True,
train,348,2120,1337775357,3,1,True,
train,349,1136,1338981117,0,4,True,
train,350,1136,1339552831,3,7,True,
train,351,1136,1342609458,0,4,True,
train,352,1136,1350035357,2,6,True,
train,353,2672,1335570191,2,1,True,
train,354,2210,1336129349,3,1,True,
train,355,4314,1336838147,7,0,True,
train,356,2264,1337650117,0,0,True,
train,357,2743,1338509374,2,0,True,
train,358,1557,1339034796,0,0,True,
train,359,3182,1339133622,1,0,True,
train,360,3082,1339597185,3,0,True,
train,361,2632,1334463206,5,1,True,
train,362,2665,1339993631,1,0,True,
train,363,2530,1340247117,0,0,True,
train,364,2743,1340770327,1,0,True,
train,365,2119,1341451303,1,0,True,
train,366,2743,1341831604,3,0,True,
train,367,4314,1342189647,3,1,True,
train,368,3082,1342607420,3,0,True,
train,369,4314,1344868987,1,0,True,
train,370,2130,1345207684,3,0,True,
train,371,3182,1335583506,5,0,True,
train,372,190,1335675203,5,2,True,
train,373,2530,1336193049,1,0,True,
train,374,2679,1334027113,2,0,True,
train,375,2679,1336714803,1,0,True,
train,376,1155,1338701856,5,0,True,
train,377,1155,1340775343,0,1,True,
train,378,2679,1334294414,2,0,True,
train,379,2679,1334637962,1,0,True,
train,380,2864,1334983480,5,0,True,
train,381,3840,1336180441,0,0,True,
train,382,3840,1337218113,2,0,True,
train,383,750,1339252556,4,0,True,
train,384,3840,1339573693,0,0,True,
train,385,2065,1341362757,0,0,True,
train,386,3840,1341623221,0,0,True,
train,387,254,1341810303,0,1,True,
train,388,3840,1342054999,2,0,True,
train,389,3840,1334364941,0,0,True,
train,390,2065,1334842509,0,0,True,
train,391,3840,1335402527,2,0,True,
train,392,698,1341316516,2,0,True,
train,393,1463,1342140482,3,2,True,
train,394,179,1343641204,1,1,True,
train,395,94,1339243967,5,0,True,
train,396,3672,1334459353,7,0,True,
train,397,647,1333584106,0,1,True,
train,398,733,1336134139,2,1,True,
train,399,647,1336522543,0,1,True,
train,400,356,1336814123,3,6,True,
train,401,647,1337332435,0,1,True,
train,402,647,1337649039,0,1,True,
train,403,647,1339114335,0,1,True,
train,404,1485,1339629534,2,1,True,
train,405,647,1341269707,0,1,True,
train,406,647,1342137755,0,1,True,
train,407,4682,1342429767,0,2,True,
train,408,4682,1334014267,0,1,True,
train,409,647,1347581609,0,1,True,
train,410,404,1334328327,0,1,True,
train,411,647,1350433973,0,1,True,
train,412,4682,1334654615,0,1,True,
train,413,4682,1352332627,0,2,True,
train,414,647,1334880299,0,1,True,
train,415,647,1335398610,0,1,True,
train,416,1226,1335660167,4,0,True,
train,417,2979,1335908514,3,0,True,
train,418,1299,1336147448,3,0,True,
train,419,2979,1336644214,2,0,True,
train,420,4485,1336851507,5,1,True,
train,421,1538,1337130695,0,0,True,
train,422,4485,1334089039,3,0,True,
train,423,4870,1339213303,5,1,True,
train,424,4307,1339418657,2,0,True,
train,425,950,1339996230,3,0,True,
train,426,2979,1342195306,3,1,True,
train,427,477,1351699951,3,0,True,
train,428,4485,1334420447,7,0,True,
train,429,159,1335056498,7,0,True,
train,430,2979,1335258583,3,0,True,
train,431,362,1337216909,3,0,True,
train,432,444,1339043084,3,1,True,
train,433,362,1334191804,3,0,True,
train,434,337,1335018953,5,0,True,
train,435,362,1335315658,0,0,True,
train,436,3888,1333523331,1,0,True,
train,437,356,1339594212,3,6,True,
train,438,2649,1339982180,6,1,True,
train,439,698,1341374567,1,1,True,
train,440,2649,1341985707,0,0,True,
train,441,4365,1335178562,2,0,True,
train,442,606,1342193778,3,0,True,
train,443,2649,1338252596,0,0,True,
train,444,2649,1338858204,3,0,True,
train,445,2649,1339043096,0,0,True,
train,446,621,1339480631,1,1,True,
train,447,1926,1333541375,2,0,True,
train,448,4544,1335189108,1,1,True,
train,449,2796,1335570960,3,0,True,
train,450,2796,1336184301,3,0,True,
train,451,4544,1336567675,1,1,True,
train,452,4544,1336832573,7,0,True,
train,453,2796,1337211597,3,0,True,
train,454,2796,1337659575,3,0,True,
train,455,4544,1339174659,1,1,True,
train,456,4544,1339506322,1,1,True,
train,457,2796,1339992419,7,0,True,
train,458,4544,1341423589,3,0,True,
train,459,2796,1342223664,3,0,True,
train,460,2796,1342498058,3,0,True,
train,461,2796,1343623091,3,0,True,
train,462,2796,1334123456,3,0,True,
train,463,2796,1344643354,7,0,True,
train,464,4544,1346866329,3,0,True,
train,465,4544,1347723605,7,0,True,
train,466,4544,1334412987,5,0,True,
train,467,2796,1334966652,3,0,True,
train,468,4468,1337311085,1,0,True,
train,469,1829,1339045838,1,0,True,
train,470,4894,1341410038,2,0,True,
train,471,4468,1342149618,2,1,True,
train,472,4468,1352180191,3,0,True,
train,473,4468,1336964521,6,0,True,
train,474,348,1341307115,1,0,True,
train,475,783,1333945795,0,0,True,
train,476,1062,1351763378,1,0,True,
train,477,783,1335145827,0,0,True,
train,478,1250,1333539517,1,0,True,
train,479,1035,1336481053,3,0,True,
train,480,338,1337067515,3,0,True,
train,481,179,1337231618,1,1,True,
train,482,203,1337407070,5,0,True,
train,483,421,1337658168,1,1,True,
train,484,1299,1337972493,7,1,True,
train,485,2522,1338515385,2,1,True,
train,486,275,1333869706,7,0,True,
train,487,1250,1339208333,7,0,True,
train,488,1043,1341372859,0,0,True,
train,489,135,1341653535,3,0,True,
train,490,1494,1343554839,5,2,True,
train,491,2522,1344219181,6,0,True,
train,492,1569,1334485612,7,1,True,
train,493,463,1334672631,3,0,True,
train,494,3657,1335096378,6,0,True,
train,495,214,1335368045,3,0,True,
train,496,4178,1335681108,4,0,True,
train,497,1276,1335401592,0,0,True,
train,498,1241,1335611013,6,0,True,
train,499,1276,1336094232,3,0,True,
train,500,1276,1336438727,0,0,True,
train,501,1276,1337129770,0,0,True,
train,502,1276,1337303456,3,0,True,
train,503,1276,1337648339,3,0,True,
train,504,1276,1338854980,3,0,True,
train,505,2624,1339202867,0,0,True,
train,506,1276,1339548326,3,0,True,
train,507,2624,1334054696,0,0,True,
train,508,1276,1347584953,1,0,True,
train,509,2624,1334364925,3,0,True,
train,510,2624,1351308107,1,0,True,
train,511,1276,1352250464,3,0,True,
train,512,1276,1334709356,3,0,True,
train,513,1276,1334883722,3,0,True,
train,514,3114,1333954377,1,0,True,
train,515,2043,1334250567,3,0,True,
train,516,874,1334826748,2,1,True,
train,517,1258,1335246028,3,0,True,
train,518,583,1335595304,5,0,True,
train,519,4764,1351730871,0,0,True,
train,520,1252,1334839096,2,0,True,
train,521,4764,1335516803,0,0,True,
train,522,912,1336128110,3,0,True,
train,523,2385,1336115633,0,0,True,
train,524,2385,1336893475,7,0,True,
train,525,4632,1339551995,2,0,True,
train,526,2385,1341731932,7,0,True,
train,527,4447,1334533580,6,0,True,
train,528,4632,1334992483,7,0,True,
train,529,4447,1335397920,3,0,True,
train,530,4405,1337160016,3,0,True,
train,531,1452,1339242532,6,1,True,
train,532,656,1349683625,2,1,True,
train,533,4405,1334460396,7,0,True,
train,534,40,1351191233,3,0,True,
train,535,294,1339913827,7,0,True,
train,536,374,1341491623,3,0,True,
train,537,3867,1352254619,3,1,True,
train,538,631,1338286542,2,0,True,
train,539,2978,1339480982,1,0,True,
train,540,190,1342092948,1,1,True,
train,541,621,1333522651,3,1,True,
train,542,3321,1337592114,1,0,True,
train,543,3161,1338120143,6,1,True,
train,544,3321,1338306561,2,0,True,
train,545,3274,1338529289,0,0,True,
train,546,3274,1338712586,4,1,True,
train,547,3321,1339231798,5,0,True,
train,548,3715,1339567701,3,1,True,
train,549,3321,1334479306,4,1,True,
train,550,3589,1339985553,7,1,True,
train,551,3589,1340765570,3,1,True,
train,552,3321,1341834213,0,0,True,
train,553,3321,1342177262,0,0,True,
train,554,3372,1342442931,3,1,True,
train,555,3589,1344824153,5,0,True,
train,556,3321,1335183155,0,0,True,
train,557,3321,1345280444,4,1,True,
train,558,3589,1350088752,3,1,True,
train,559,3589,1351044534,2,0,True,
train,560,2291,1351389290,7,2,True,
train,561,3321,1336307924,6,1,True,
train,562,515,1336538098,0,0,True,
train,563,3589,1337146246,3,1,True,
train,564,3321,1337421780,6,2,True,
train,565,234,1341535190,0,5,True,
train,566,1126,1341794956,0,1,True,
train,567,700,1342187784,2,0,True,
train,568,1818,1342436873,3,0,True,
train,569,1818,1344937477,3,1,True,
train,570,3185,1336954400,0,0,True,
train,571,820,1337168793,2,0,True,
train,572,1557,1336920818,7,0,True,
train,573,1670,1339005962,3,0,True,
train,574,1670,1339623494,3,0,True,
train,575,1557,1340217214,3,0,True,
train,576,1465,1334902946,3,0,True,
train,577,1557,1341417897,3,0,True,
train,578,1569,1341831415,0,0,True,
train,579,1557,1342596877,0,0,True,
train,580,1670,1335133368,0,0,True,
train,581,1670,1335599059,6,0,True,
train,582,4739,1336088888,3,0,True,
train,583,1770,1347699352,6,0,True,
train,584,2289,1350082328,4,1,True,
train,585,928,1351352483,7,0,True,
train,586,3073,1333523487,3,1,True,
train,587,2127,1338101498,6,2,True,
train,588,3215,1338532945,2,0,True,
train,589,4105,1338729630,6,2,True,
train,590,3073,1339615015,3,1,True,
train,591,3073,1339961111,3,1,True,
train,592,3073,1340774894,3,1,True,
train,593,3073,1335194279,1,2,True,
train,594,2006,1341075277,6,1,True,
train,595,1439,1341477229,3,1,True,
train,596,4121,1341811862,3,1,True,
train,597,3073,1342204976,2,0,True,
train,598,2127,1342594610,2,0,True,
train,599,3073,1335366478,3,1,True,
train,600,3720,1335682930,7,0,True,
train,601,3720,1336208349,6,2,True,
train,602,3298,1337234763,3,1,True,
train,603,3720,1337418228,6,2,True,
train,604,1494,1336366606,0,0,True,
train,605,401,1336524105,0,0,True,
train,606,3144,1334240811,3,1,True,
train,607,3144,1339440647,1,0,True,
train,608,1048,1341066806,7,1,True,
train,609,621,1341231966,3,5,True,
train,610,621,1341561754,1,2,True,
train,611,1729,1341827955,2,1,True,
train,612,621,1341998626,2,3,True,
train,613,401,1342173178,2,1,True,
train,614,621,1342502476,2,3,True,
train,615,192,1334412025,7,0,True,
train,616,1729,1343468062,6,1,True,
train,617,3144,1343584855,3,1,True,
train,618,2436,1344702714,7,0,True,
train,619,401,1344941899,2,1,True,
train,620,401,1345290043,6,1,True,
train,621,4675,1347715693,7,1,True,
train,622,401,1334658307,2,1,True,
train,623,1356,1350085195,4,0,True,
train,624,1022,1350342712,0,0,True,
train,625,1832,1350995167,0,1,True,
train,626,4971,1351438574,4,1,True,
train,627,4147,1352244338,0,1,True,
train,628,3144,1335077743,7,0,True,
train,629,3144,1335383589,3,1,True,
train,630,2436,1335621778,7,0,True,
train,631,3144,1335886392,3,1,True,
train,632,2436,1336213266,3,1,True,
train,633,746,1333516099,1,0,True,
train,634,356,1334972855,7,0,True,
train,635,356,1335504663,1,1,True,
train,636,580,1335685142,4,0,True,
train,637,356,1336122517,1,1,True,
train,638,580,1336468749,2,2,True,
train,639,580,1337236026,2,2,True,
train,640,1990,1336950357,4,0,True,
train,641,1990,1339456865,2,0,True,
train,642,1990,1334616580,0,0,True,
train,643,2310,1333525081,1,0,True,
train,644,3967,1336692086,0,0,True,
train,645,3967,1337296670,0,0,True,
train,646,3967,1337643242,3,0,True,
train,647,3355,1337768091,2,0,True,
train,648,2310,1338129990,6,0,True,
train,649,1669,1338279546,0,0,True,
train,650,2310,1338533813,0,0,True,
train,651,3967,1338851981,0,0,True,
train,652,3967,1339135447,1,0,True,
train,653,2310,1333802404,4,0,True,
train,654,3967,1339717462,0,0,True,
train,655,2310,1340002702,2,0,True,
train,656,2310,1334153466,2,0,True,
train,657,3967,1334531391,0,0,True,
train,658,3967,1335311256,2,0,True,
train,659,2310,1335686846,6,0,True,
train,660,698,1336126462,1,0,True,
train,661,3967,1336346985,6,0,True,
train,662,3225,1336980486,7,0,True,
train,663,3225,1351039215,2,0,True,
train,664,3819,1351224539,3,0,True,
train,665,4122,1333961970,1,0,True,
train,666,3225,1334549123,0,0,True,
train,667,3225,1335244471,3,0,True,
train,668,1058,1335407077,0,0,True,
train,669,1412,1335685390,5,0,True,
train,670,1412,1336219598,4,0,True,
train,671,1412,1341284471,3,0,True,
train,672,1412,1341712558,7,0,True,
train,673,1007,1342222835,3,1,True,
train,674,1007,1344640400,3,1,True,
train,675,1412,1345292224,4,0,True,
train,676,1412,1346840516,2,0,True,
train,677,1035,1334475272,5,0,True,
train,678,1058,1334648271,0,0,True,
train,679,1502,1338514083,0,1,True,
train,680,4865,1339073031,0,0,True,
train,681,4865,1339329047,5,0,True,
train,682,4865,1339602854,0,1,True,
train,683,1502,1340242302,3,1,True,
train,684,2015,1340760523,0,1,True,
train,685,4865,1341380218,3,1,True,
train,686,264,1342186740,0,1,True,
train,687,568,1342528805,3,0,True,
train,688,422,1343401606,3,0,True,
train,689,1502,1347500250,0,1,True,
train,690,3499,1349647735,3,0,True,
train,691,621,1350065961,7,5,True,
train,692,3499,1350602498,3,0,True,
train,693,3499,1351118564,0,0,True,
train,694,3499,1352415466,0,0,True,
train,695,3499,1339628212,2,0,True,
train,696,3499,1341529976,0,0,True,
train,697,318,1343475630,6,0,True,
train,698,616,1339346415,7,0,True,
train,699,4546,1337082857,3,1,True,
train,700,437,1338178886,0,1,True,
train,701,437,1339496398,3,2,True,
train,702,437,1351213428,0,1,True,
train,703,404,1333491373,0,0,True,
train,704,628,1337063631,2,1,True,
train,705,858,1337253868,3,0,True,
train,706,1073,1338959700,1,0,True,
train,707,1028,1339491792,3,0,True,
train,708,1028,1344571756,3,0,True,
train,709,735,1347689544,3,0,True,
train,710,1535,1334207670,2,0,True,
train,711,526,1351141654,1,0,True,
train,712,1838,1334899008,0,1,True,
train,713,1286,1335136330,0,1,True,
train,714,1916,1333584370,1,0,True,
train,715,794,1337301866,0,2,True,
train,716,794,1337646814,0,2,True,
train,717,1916,1337945912,3,1,True,
train,718,3443,1338087114,4,0,True,
train,719,1916,1338301479,0,1,True,
train,720,1916,1339023886,3,1,True,
train,721,315,1339920250,6,0,True,
train,722,2721,1341642030,5,0,True,
train,723,1916,1342052063,0,1,True,
train,724,1916,1342870337,7,1,True,
train,725,1916,1333984924,0,1,True,
train,726,794,1344473657,0,2,True,
train,727,802,1344756851,5,0,True,
train,728,794,1344904941,0,2,True,
train,729,1916,1345422002,6,1,True,
train,730,1916,1345293323,6,1,True,
train,731,2256,1347712547,7,0,True,
train,732,1916,1350095285,7,1,True,
train,733,1916,1351415539,6,1,True,
train,734,1916,1351815467,3,1,True,
train,735,348,1352249929,3,13,True,
train,736,404,1334385237,5,1,True,
train,737,598,1336539833,1,0,True,
train,738,1463,1337066976,2,0,True,
train,739,4092,1336192927,3,0,True,
train,740,4092,1339601650,3,0,True,
train,741,3832,1339992719,7,0,True,
train,742,872,1349681692,2,0,True,
