split,sample_idx,query_poi_id,target_poi_id,bucket,target_epoch,traj_len,positive_unique_count,positive_fact_count,parsed_ok,note
train,333,815,451,2,1336461046,7,1,1,True,
train,334,3069,2081,6,1338109786,3,1,2,True,
train,335,3069,1195,6,1339376162,3,2,2,True,
train,336,1046,1195,5,1339980118,2,1,1,True,
train,337,2081,2081,7,1334476158,4,2,2,True,
train,338,3245,4874,2,1339413465,3,1,1,True,
train,339,2095,4874,0,1344901897,2,1,1,True,
train,340,4874,580,3,1351040470,2,6,13,True,
train,341,336,991,7,1351403049,6,2,2,True,
train,342,3256,1472,7,1341080735,2,6,6,True,
train,343,644,4874,1,1341301857,2,1,1,True,
train,344,1136,1392,0,1336350048,2,3,5,True,
train,345,1136,1392,0,1336529037,4,3,8,True,
train,346,1136,2210,2,1337335577,13,2,3,True,
train,347,1136,1392,0,1337651885,2,5,14,True,
train,348,1136,2120,3,1337775357,2,2,3,True,
train,349,1136,1136,0,1338981117,2,21,99,True,
train,350,1136,1136,3,1339552831,5,21,38,True,
train,351,1136,1136,0,1342609458,3,26,129,True,
train,352,1938,1136,2,1350035357,2,25,39,True,
train,353,1136,2672,2,1335570191,8,1,1,True,
train,354,1136,2210,3,1336129349,5,3,7,True,
train,355,912,4314,7,1336838147,4,1,1,True,
train,356,2665,2264,0,1337650117,2,2,2,True,
train,357,4314,2743,2,1338509374,5,2,2,True,
train,358,2743,1557,0,1339034796,2,1,1,True,
train,359,965,3182,1,1339133622,2,2,2,True,
train,360,2665,3082,3,1339597185,10,2,2,True,
train,361,966,2632,5,1334463206,27,1,1,True,
train,362,2264,2665,1,1339993631,5,2,2,True,
train,363,2130,2530,0,1340247117,5,3,3,True,
train,364,1890,2743,1,1340770327,5,1,1,True,
train,365,1272,2119,1,1341451303,4,1,1,True,
train,366,3082,2743,3,1341831604,2,4,4,True,
train,367,3082,4314,3,1342189647,2,2,2,True,
train,368,4314,3082,3,1342607420,7,4,5,True,
train,369,4314,4314,1,1344868987,2,2,2,True,
train,370,3082,2130,3,1345207684,5,2,2,True,
train,371,2792,3182,5,1335583506,2,1,1,True,
train,372,1361,190,5,1335675203,2,5,5,True,
train,373,190,2530,1,1336193049,3,2,2,True,
train,374,102,2679,2,1334027113,4,1,1,True,
train,375,1155,2679,1,1336714803,3,2,3,True,
train,376,2864,1155,5,1338701856,2,1,1,True,
train,377,1321,1155,0,1340775343,2,2,2,True,
train,378,1155,2679,2,1334294414,5,2,2,True,
train,379,1155,2679,1,1334637962,8,1,1,True,
train,380,2679,2864,5,1334983480,3,1,1,True,
train,381,3840,3840,0,1336180441,2,3,6,True,
train,382,3840,3840,2,1337218113,2,1,4,True,
train,383,3840,750,4,1339252556,2,1,1,True,
train,384,2148,3840,0,1339573693,2,3,9,True,
train,385,2065,2065,0,1341362757,3,2,2,True,
train,386,3840,3840,0,1341623221,2,3,11,True,
train,387,2065,254,0,1341810303,2,7,7,True,
train,388,3840,3840,2,1342054999,4,1,5,True,
train,389,3840,3840,0,1334364941,4,2,3,True,
train,390,3840,2065,0,1334842509,3,1,1,True,
train,391,3840,3840,2,1335402527,2,1,3,True,
train,392,405,698,2,1341316516,2,8,9,True,
train,393,233,1463,3,1342140482,2,21,22,True,
train,394,4059,179,1,1343641204,3,15,16,True,
train,395,204,94,5,1339243967,2,1,1,True,
train,396,3657,3672,7,1334459353,3,1,1,True,
train,397,647,647,0,1333584106,4,2,2,True,
train,398,4682,733,2,1336134139,10,1,1,True,
train,399,4682,647,0,1336522543,5,2,17,True,
train,400,418,356,3,1336814123,5,42,60,True,
train,401,647,647,0,1337332435,12,2,23,True,
train,402,4682,647,0,1337649039,3,2,25,True,
train,403,4682,647,0,1339114335,10,2,28,True,
train,404,4682,1485,2,1339629534,9,1,1,True,
train,405,4682,647,0,1341269707,3,2,33,True,
train,406,4682,647,0,1342137755,7,2,36,True,
train,407,647,4682,0,1342429767,2,5,33,True,
train,408,356,4682,0,1334014267,2,1,2,True,
train,409,4682,647,0,1347581609,2,2,38,True,
train,410,647,404,0,1334328327,6,6,7,True,
train,411,4682,647,0,1350433973,4,2,40,True,
train,412,647,4682,0,1334654615,7,2,5,True,
train,413,1596,4682,0,1352332627,2,6,36,True,
train,414,4682,647,0,1334880299,5,2,8,True,
train,415,4682,647,0,1335398610,11,2,12,True,
train,416,4490,1226,4,1335660167,3,2,2,True,
train,417,477,2979,3,1335908514,7,2,2,True,
train,418,1538,1299,3,1336147448,2,2,3,True,
train,419,477,2979,2,1336644214,5,1,1,True,
train,420,1538,4485,5,1336851507,2,1,1,True,
train,421,4490,1538,0,1337130695,2,8,15,True,
train,422,1545,4485,3,1334089039,2,1,1,True,
train,423,234,4870,5,1339213303,4,1,1,True,
train,424,2979,4307,2,1339418657,6,2,4,True,
train,425,521,950,3,1339996230,4,4,4,True,
train,426,1502,2979,3,1342195306,2,3,3,True,
train,427,2979,477,3,1351699951,2,11,13,True,
train,428,1463,4485,7,1334420447,6,1,1,True,
train,429,578,159,7,1335056498,7,1,1,True,
train,430,4307,2979,3,1335258583,4,1,1,True,
train,431,859,362,3,1337216909,11,4,5,True,
train,432,277,444,3,1339043084,3,2,2,True,
train,433,362,362,3,1334191804,2,1,1,True,
train,434,334,337,5,1335018953,8,1,1,True,
train,435,362,362,0,1335315658,2,2,3,True,
train,436,1255,3888,1,1333523331,2,1,1,True,
train,437,149,356,3,1339594212,3,67,96,True,
train,438,356,2649,6,1339982180,5,1,1,True,
train,439,348,698,1,1341374567,3,10,11,True,
train,440,1324,2649,0,1341985707,2,3,5,True,
train,441,1147,4365,2,1335178562,3,1,1,True,
train,442,4061,606,3,1342193778,3,3,3,True,
train,443,4609,2649,0,1338252596,2,1,1,True,
train,444,1331,2649,3,1338858204,2,1,1,True,
train,445,2649,2649,0,1339043096,6,2,3,True,
train,446,996,621,1,1339480631,15,9,24,True,
train,447,2796,1926,2,1333541375,4,1,2,True,
train,448,2796,4544,1,1335189108,2,1,2,True,
train,449,4544,2796,3,1335570960,2,2,8,True,
train,450,4544,2796,3,1336184301,2,2,9,True,
train,451,2796,4544,1,1336567675,3,1,4,True,
train,452,4544,4544,7,1336832573,3,1,1,True,
train,453,4544,2796,3,1337211597,8,2,14,True,
train,454,4544,2796,3,1337659575,2,2,15,True,
train,455,2796,4544,1,1339174659,3,1,7,True,
train,456,2796,4544,1,1339506322,3,1,8,True,
train,457,4544,2796,7,1339992419,2,1,1,True,
train,458,4544,4544,3,1341423589,4,2,5,True,
train,459,4544,2796,3,1342223664,4,2,20,True,
train,460,4544,2796,3,1342498058,2,2,21,True,
train,461,4544,2796,3,1343623091,4,2,22,True,
train,462,1926,2796,3,1334123456,4,2,3,True,
train,463,4544,2796,7,1344643354,3,1,3,True,
train,464,4921,4544,3,1346866329,3,3,6,True,
train,465,4544,4544,7,1347723605,2,1,6,True,
train,466,2719,4544,5,1334412987,4,1,1,True,
train,467,4544,2796,3,1334966652,3,2,6,True,
train,468,4468,4468,1,1337311085,3,1,2,True,
train,469,4468,1829,1,1339045838,3,1,1,True,
train,470,1062,4894,2,1341410038,5,5,5,True,
train,471,4468,4468,2,1342149618,2,3,4,True,
train,472,1435,4468,3,1352180191,2,4,6,True,
train,473,4468,4468,6,1336964521,2,1,2,True,
train,474,783,348,1,1341307115,2,21,32,True,
train,475,1453,783,0,1333945795,2,1,1,True,
train,476,531,1062,1,1351763378,2,3,3,True,
train,477,694,783,0,1335145827,4,3,3,True,
train,478,3804,1250,1,1333539517,2,1,1,True,
train,479,4178,1035,3,1336481053,12,1,1,True,
train,480,3775,338,3,1337067515,15,3,3,True,
train,481,3804,179,1,1337231618,2,7,7,True,
train,482,991,203,5,1337407070,4,1,1,True,
train,483,1136,421,1,1337658168,3,2,2,True,
train,484,578,1299,7,1337972493,4,2,3,True,
train,485,179,2522,2,1338515385,2,1,1,True,
train,486,93,275,7,1333869706,3,1,1,True,
train,487,3133,1250,7,1339208333,4,2,2,True,
train,488,3133,1043,0,1341372859,6,3,5,True,
train,489,208,135,3,1341653535,2,1,1,True,
train,490,3133,1494,5,1343554839,4,4,4,True,
train,491,16,2522,6,1344219181,3,2,2,True,
train,492,192,1569,7,1334485612,11,1,1,True,
train,493,940,463,3,1334672631,3,1,1,True,
train,494,208,3657,6,1335096378,8,2,2,True,
train,495,696,214,3,1335368045,2,2,2,True,
train,496,3133,4178,4,1335681108,12,1,1,True,
train,497,2624,1276,0,1335401592,3,2,2,True,
train,498,195,1241,6,1335611013,5,1,1,True,
train,499,2624,1276,3,1336094232,2,1,3,True,
train,500,2624,1276,0,1336438727,2,2,3,True,
train,501,1276,1276,0,1337129770,2,2,6,True,
train,502,1860,1276,3,1337303456,2,2,4,True,
train,503,2624,1276,3,1337648339,2,2,5,True,
train,504,2624,1276,3,1338854980,2,2,6,True,
train,505,1276,2624,0,1339202867,3,2,11,True,
train,506,2624,1276,3,1339548326,3,3,8,True,
train,507,2624,2624,0,1334054696,3,2,2,True,
train,508,1276,1276,1,1347584953,2,1,1,True,
train,509,2624,2624,3,1334364925,3,1,2,True,
train,510,1276,2624,1,1351308107,2,1,1,True,
train,511,2624,1276,3,1352250464,2,4,10,True,
train,512,2624,1276,3,1334709356,2,1,1,True,
train,513,2624,1276,3,1334883722,2,1,2,True,
train,514,1310,3114,1,1333954377,9,1,1,True,
train,515,2553,2043,3,1334250567,12,1,1,True,
train,516,404,874,2,1334826748,11,1,1,True,
train,517,2941,1258,3,1335246028,6,2,2,True,
train,518,2875,583,5,1335595304,6,2,2,True,
train,519,2356,4764,0,1351730871,2,2,3,True,
train,520,4764,1252,2,1334839096,2,1,1,True,
train,521,4764,4764,0,1335516803,4,1,2,True,
train,522,2761,912,3,1336128110,3,3,3,True,
train,523,4447,2385,0,1336115633,2,1,2,True,
train,524,4632,2385,7,1336893475,2,1,1,True,
train,525,2385,4632,2,1339551995,2,1,3,True,
train,526,4632,2385,7,1341731932,2,1,2,True,
train,527,2385,4447,6,1334533580,2,1,1,True,
train,528,4632,4632,7,1334992483,5,1,1,True,
train,529,4632,4447,3,1335397920,3,1,1,True,
train,530,2747,4405,3,1337160016,2,1,1,True,
train,531,963,1452,6,1339242532,3,1,1,True,
train,532,907,656,2,1349683625,4,11,12,True,
train,533,3182,4405,7,1334460396,4,1,1,True,
train,534,602,40,3,1351191233,2,6,6,True,
train,535,79,294,7,1339913827,2,3,3,True,
train,536,4894,374,3,1341491623,2,2,2,True,
train,537,3867,3867,3,1352254619,4,4,4,True,
train,538,223,631,2,1338286542,2,1,1,True,
train,539,524,2978,1,1339480982,2,1,1,True,
train,540,4177,190,1,1342092948,20,8,8,True,
train,541,3321,621,3,1333522651,3,1,1,True,
train,542,3321,3321,1,1337592114,2,4,4,True,
train,543,3321,3161,6,1338120143,10,2,2,True,
train,544,3589,3321,2,1338306561,3,3,6,True,
train,545,3321,3274,0,1338529289,3,1,1,True,
